Tên cảm biến,Giá trị,Thời gian
temperature,25.95,2025-04-25 05:39:06
Humidity,52.97,2025-04-25 05:39:06
Illuminance,262,2025-04-25 05:39:06
AtmosphericPressure,1009.084,2025-04-25 05:39:06
Noise,69.4,2025-04-25 05:39:06
eTVOC,178,2025-04-25 05:39:06
eCO2,1509,2025-04-25 05:39:06
DiscomfortIndex,83.44,2025-04-25 05:39:06
HeatstrokeRiskLevel,28.41,2025-04-25 05:39:06
temperature,26,2025-04-25 05:39:07
Humidity,53.08,2025-04-25 05:39:07
Illuminance,260,2025-04-25 05:39:07
AtmosphericPressure,1009.087,2025-04-25 05:39:07
Noise,56.32,2025-04-25 05:39:07
eTVOC,176,2025-04-25 05:39:07
eCO2,1506,2025-04-25 05:39:07
DiscomfortIndex,83.47,2025-04-25 05:39:07
HeatstrokeRiskLevel,28.41,2025-04-25 05:39:07
temperature,26,2025-04-25 05:39:08
Humidity,53.08,2025-04-25 05:39:08
Illuminance,260,2025-04-25 05:39:08
AtmosphericPressure,1009.087,2025-04-25 05:39:08
Noise,56.32,2025-04-25 05:39:08
eTVOC,176,2025-04-25 05:39:08
eCO2,1506,2025-04-25 05:39:08
DiscomfortIndex,83.47,2025-04-25 05:39:08
HeatstrokeRiskLevel,28.41,2025-04-25 05:39:08
temperature,26,2025-04-25 05:39:09
Humidity,53.08,2025-04-25 05:39:09
Illuminance,260,2025-04-25 05:39:09
AtmosphericPressure,1009.087,2025-04-25 05:39:09
Noise,56.32,2025-04-25 05:39:09
eTVOC,176,2025-04-25 05:39:09
eCO2,1506,2025-04-25 05:39:09
DiscomfortIndex,83.47,2025-04-25 05:39:09
HeatstrokeRiskLevel,28.41,2025-04-25 05:39:09
temperature,25.99,2025-04-25 05:39:10
Humidity,53.27,2025-04-25 05:39:10
Illuminance,260,2025-04-25 05:39:10
AtmosphericPressure,1009.081,2025-04-25 05:39:10
Noise,61.37,2025-04-25 05:39:10
eTVOC,176,2025-04-25 05:39:10
eCO2,1506,2025-04-25 05:39:10
DiscomfortIndex,83.47,2025-04-25 05:39:10
HeatstrokeRiskLevel,28.39,2025-04-25 05:39:10
temperature,25.99,2025-04-25 05:39:11
Humidity,53.27,2025-04-25 05:39:11
Illuminance,260,2025-04-25 05:39:11
AtmosphericPressure,1009.081,2025-04-25 05:39:11
Noise,61.37,2025-04-25 05:39:11
eTVOC,176,2025-04-25 05:39:11
eCO2,1506,2025-04-25 05:39:11
DiscomfortIndex,83.47,2025-04-25 05:39:11
HeatstrokeRiskLevel,28.39,2025-04-25 05:39:11
temperature,25.99,2025-04-25 05:39:12
Humidity,53.27,2025-04-25 05:39:12
Illuminance,260,2025-04-25 05:39:12
AtmosphericPressure,1009.081,2025-04-25 05:39:12
Noise,61.37,2025-04-25 05:39:12
eTVOC,176,2025-04-25 05:39:12
eCO2,1506,2025-04-25 05:39:12
DiscomfortIndex,83.47,2025-04-25 05:39:12
HeatstrokeRiskLevel,28.39,2025-04-25 05:39:12
temperature,25.99,2025-04-25 05:39:13
Humidity,53.47,2025-04-25 05:39:13
Illuminance,262,2025-04-25 05:39:13
AtmosphericPressure,1009.085,2025-04-25 05:39:13
Noise,91.42,2025-04-25 05:39:13
eTVOC,175,2025-04-25 05:39:13
eCO2,1505,2025-04-25 05:39:13
DiscomfortIndex,83.5,2025-04-25 05:39:13
HeatstrokeRiskLevel,28.37,2025-04-25 05:39:13
temperature,25.99,2025-04-25 05:39:14
Humidity,53.47,2025-04-25 05:39:14
Illuminance,262,2025-04-25 05:39:14
AtmosphericPressure,1009.085,2025-04-25 05:39:14
Noise,91.42,2025-04-25 05:39:14
eTVOC,175,2025-04-25 05:39:14
eCO2,1505,2025-04-25 05:39:14
DiscomfortIndex,83.5,2025-04-25 05:39:14
HeatstrokeRiskLevel,28.37,2025-04-25 05:39:14
temperature,25.99,2025-04-25 05:39:15
Humidity,53.47,2025-04-25 05:39:15
Illuminance,262,2025-04-25 05:39:15
AtmosphericPressure,1009.085,2025-04-25 05:39:15
Noise,91.42,2025-04-25 05:39:15
eTVOC,175,2025-04-25 05:39:15
eCO2,1505,2025-04-25 05:39:15
DiscomfortIndex,83.5,2025-04-25 05:39:15
HeatstrokeRiskLevel,28.37,2025-04-25 05:39:15
temperature,25.94,2025-04-25 05:39:16
Humidity,53.73,2025-04-25 05:39:16
Illuminance,258,2025-04-25 05:39:16
AtmosphericPressure,1009.081,2025-04-25 05:39:16
Noise,76.01,2025-04-25 05:39:16
eTVOC,173,2025-04-25 05:39:16
eCO2,1502,2025-04-25 05:39:16
DiscomfortIndex,83.46,2025-04-25 05:39:16
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:16
temperature,25.94,2025-04-25 05:39:17
Humidity,53.73,2025-04-25 05:39:17
Illuminance,258,2025-04-25 05:39:17
AtmosphericPressure,1009.081,2025-04-25 05:39:17
Noise,76.01,2025-04-25 05:39:17
eTVOC,173,2025-04-25 05:39:17
eCO2,1502,2025-04-25 05:39:17
DiscomfortIndex,83.46,2025-04-25 05:39:17
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:17
temperature,25.94,2025-04-25 05:39:18
Humidity,53.73,2025-04-25 05:39:18
Illuminance,258,2025-04-25 05:39:18
AtmosphericPressure,1009.081,2025-04-25 05:39:18
Noise,76.01,2025-04-25 05:39:18
eTVOC,173,2025-04-25 05:39:18
eCO2,1502,2025-04-25 05:39:18
DiscomfortIndex,83.46,2025-04-25 05:39:18
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:18
temperature,25.94,2025-04-25 05:39:19
Humidity,53.86,2025-04-25 05:39:19
Illuminance,258,2025-04-25 05:39:19
AtmosphericPressure,1009.087,2025-04-25 05:39:19
Noise,55.01,2025-04-25 05:39:19
eTVOC,168,2025-04-25 05:39:19
eCO2,1495,2025-04-25 05:39:19
DiscomfortIndex,83.48,2025-04-25 05:39:19
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:19
temperature,25.94,2025-04-25 05:39:20
Humidity,53.86,2025-04-25 05:39:20
Illuminance,258,2025-04-25 05:39:20
AtmosphericPressure,1009.087,2025-04-25 05:39:20
Noise,55.01,2025-04-25 05:39:20
eTVOC,168,2025-04-25 05:39:20
eCO2,1495,2025-04-25 05:39:20
DiscomfortIndex,83.48,2025-04-25 05:39:20
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:20
temperature,25.94,2025-04-25 05:39:21
Humidity,53.86,2025-04-25 05:39:21
Illuminance,258,2025-04-25 05:39:21
AtmosphericPressure,1009.087,2025-04-25 05:39:21
Noise,55.01,2025-04-25 05:39:21
eTVOC,168,2025-04-25 05:39:21
eCO2,1495,2025-04-25 05:39:21
DiscomfortIndex,83.48,2025-04-25 05:39:21
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:21
temperature,25.95,2025-04-25 05:39:22
Humidity,53.92,2025-04-25 05:39:22
Illuminance,258,2025-04-25 05:39:22
AtmosphericPressure,1009.091,2025-04-25 05:39:22
Noise,65.86,2025-04-25 05:39:22
eTVOC,170,2025-04-25 05:39:22
eCO2,1498,2025-04-25 05:39:22
DiscomfortIndex,83.48,2025-04-25 05:39:22
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:22
temperature,25.95,2025-04-25 05:39:23
Humidity,53.92,2025-04-25 05:39:23
Illuminance,258,2025-04-25 05:39:23
AtmosphericPressure,1009.091,2025-04-25 05:39:23
Noise,65.86,2025-04-25 05:39:23
eTVOC,170,2025-04-25 05:39:23
eCO2,1498,2025-04-25 05:39:23
DiscomfortIndex,83.48,2025-04-25 05:39:23
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:23
temperature,25.95,2025-04-25 05:39:24
Humidity,53.92,2025-04-25 05:39:24
Illuminance,258,2025-04-25 05:39:24
AtmosphericPressure,1009.091,2025-04-25 05:39:24
Noise,65.86,2025-04-25 05:39:24
eTVOC,170,2025-04-25 05:39:24
eCO2,1498,2025-04-25 05:39:24
DiscomfortIndex,83.48,2025-04-25 05:39:24
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:24
temperature,25.96,2025-04-25 05:39:25
Humidity,53.82,2025-04-25 05:39:25
Illuminance,258,2025-04-25 05:39:25
AtmosphericPressure,1009.088,2025-04-25 05:39:25
Noise,55.28,2025-04-25 05:39:25
eTVOC,168,2025-04-25 05:39:25
eCO2,1495,2025-04-25 05:39:25
DiscomfortIndex,83.45,2025-04-25 05:39:25
HeatstrokeRiskLevel,28.32,2025-04-25 05:39:25
temperature,25.96,2025-04-25 05:39:26
Humidity,53.82,2025-04-25 05:39:26
Illuminance,258,2025-04-25 05:39:26
AtmosphericPressure,1009.088,2025-04-25 05:39:26
Noise,55.28,2025-04-25 05:39:26
eTVOC,168,2025-04-25 05:39:26
eCO2,1495,2025-04-25 05:39:26
DiscomfortIndex,83.45,2025-04-25 05:39:26
HeatstrokeRiskLevel,28.32,2025-04-25 05:39:26
temperature,25.96,2025-04-25 05:39:27
Humidity,53.82,2025-04-25 05:39:27
Illuminance,258,2025-04-25 05:39:27
AtmosphericPressure,1009.088,2025-04-25 05:39:27
Noise,55.28,2025-04-25 05:39:27
eTVOC,168,2025-04-25 05:39:27
eCO2,1495,2025-04-25 05:39:27
DiscomfortIndex,83.45,2025-04-25 05:39:27
HeatstrokeRiskLevel,28.32,2025-04-25 05:39:27
temperature,25.96,2025-04-25 05:39:28
Humidity,53.69,2025-04-25 05:39:28
Illuminance,255,2025-04-25 05:39:28
AtmosphericPressure,1009.086,2025-04-25 05:39:28
Noise,73.64,2025-04-25 05:39:28
eTVOC,173,2025-04-25 05:39:28
eCO2,1502,2025-04-25 05:39:28
DiscomfortIndex,83.46,2025-04-25 05:39:28
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:28
temperature,25.96,2025-04-25 05:39:29
Humidity,53.69,2025-04-25 05:39:29
Illuminance,255,2025-04-25 05:39:29
AtmosphericPressure,1009.086,2025-04-25 05:39:29
Noise,73.64,2025-04-25 05:39:29
eTVOC,173,2025-04-25 05:39:29
eCO2,1502,2025-04-25 05:39:29
DiscomfortIndex,83.46,2025-04-25 05:39:29
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:29
temperature,25.96,2025-04-25 05:39:30
Humidity,53.69,2025-04-25 05:39:30
Illuminance,255,2025-04-25 05:39:30
AtmosphericPressure,1009.086,2025-04-25 05:39:30
Noise,73.64,2025-04-25 05:39:30
eTVOC,173,2025-04-25 05:39:30
eCO2,1502,2025-04-25 05:39:30
DiscomfortIndex,83.46,2025-04-25 05:39:30
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:30
temperature,26,2025-04-25 05:39:31
Humidity,53.55,2025-04-25 05:39:31
Illuminance,265,2025-04-25 05:39:31
AtmosphericPressure,1009.085,2025-04-25 05:39:31
Noise,69.84,2025-04-25 05:39:31
eTVOC,173,2025-04-25 05:39:31
eCO2,1502,2025-04-25 05:39:31
DiscomfortIndex,83.45,2025-04-25 05:39:31
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:31
temperature,26,2025-04-25 05:39:32
Humidity,53.55,2025-04-25 05:39:32
Illuminance,265,2025-04-25 05:39:32
AtmosphericPressure,1009.085,2025-04-25 05:39:32
Noise,69.84,2025-04-25 05:39:32
eTVOC,173,2025-04-25 05:39:32
eCO2,1502,2025-04-25 05:39:32
DiscomfortIndex,83.45,2025-04-25 05:39:32
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:32
temperature,26,2025-04-25 05:39:33
Humidity,53.55,2025-04-25 05:39:33
Illuminance,265,2025-04-25 05:39:33
AtmosphericPressure,1009.085,2025-04-25 05:39:33
Noise,69.84,2025-04-25 05:39:33
eTVOC,173,2025-04-25 05:39:33
eCO2,1502,2025-04-25 05:39:33
DiscomfortIndex,83.45,2025-04-25 05:39:33
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:33
temperature,26,2025-04-25 05:39:34
Humidity,53.56,2025-04-25 05:39:34
Illuminance,267,2025-04-25 05:39:34
AtmosphericPressure,1009.08,2025-04-25 05:39:34
Noise,75.26,2025-04-25 05:39:34
eTVOC,173,2025-04-25 05:39:34
eCO2,1502,2025-04-25 05:39:34
DiscomfortIndex,83.46,2025-04-25 05:39:34
HeatstrokeRiskLevel,28.34,2025-04-25 05:39:34
temperature,26,2025-04-25 05:39:35
Humidity,53.56,2025-04-25 05:39:35
Illuminance,267,2025-04-25 05:39:35
AtmosphericPressure,1009.08,2025-04-25 05:39:35
Noise,75.26,2025-04-25 05:39:35
eTVOC,173,2025-04-25 05:39:35
eCO2,1502,2025-04-25 05:39:35
DiscomfortIndex,83.46,2025-04-25 05:39:35
HeatstrokeRiskLevel,28.34,2025-04-25 05:39:35
temperature,26,2025-04-25 05:39:36
Humidity,53.56,2025-04-25 05:39:36
Illuminance,267,2025-04-25 05:39:36
AtmosphericPressure,1009.08,2025-04-25 05:39:36
Noise,75.26,2025-04-25 05:39:36
eTVOC,173,2025-04-25 05:39:36
eCO2,1502,2025-04-25 05:39:36
DiscomfortIndex,83.46,2025-04-25 05:39:36
HeatstrokeRiskLevel,28.34,2025-04-25 05:39:36
temperature,26.01,2025-04-25 05:39:37
Humidity,53.42,2025-04-25 05:39:37
Illuminance,265,2025-04-25 05:39:37
AtmosphericPressure,1009.083,2025-04-25 05:39:37
Noise,61.36,2025-04-25 05:39:37
eTVOC,175,2025-04-25 05:39:37
eCO2,1505,2025-04-25 05:39:37
DiscomfortIndex,83.44,2025-04-25 05:39:37
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:37
temperature,26.01,2025-04-25 05:39:38
Humidity,53.42,2025-04-25 05:39:38
Illuminance,265,2025-04-25 05:39:38
AtmosphericPressure,1009.083,2025-04-25 05:39:38
Noise,61.36,2025-04-25 05:39:38
eTVOC,175,2025-04-25 05:39:38
eCO2,1505,2025-04-25 05:39:38
DiscomfortIndex,83.44,2025-04-25 05:39:38
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:38
temperature,26.01,2025-04-25 05:39:39
Humidity,53.42,2025-04-25 05:39:39
Illuminance,265,2025-04-25 05:39:39
AtmosphericPressure,1009.083,2025-04-25 05:39:39
Noise,61.36,2025-04-25 05:39:39
eTVOC,175,2025-04-25 05:39:39
eCO2,1505,2025-04-25 05:39:39
DiscomfortIndex,83.44,2025-04-25 05:39:39
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:39
temperature,26.01,2025-04-25 05:39:40
Humidity,53.4,2025-04-25 05:39:40
Illuminance,265,2025-04-25 05:39:40
AtmosphericPressure,1009.085,2025-04-25 05:39:40
Noise,70.92,2025-04-25 05:39:40
eTVOC,175,2025-04-25 05:39:40
eCO2,1505,2025-04-25 05:39:40
DiscomfortIndex,83.45,2025-04-25 05:39:40
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:40
temperature,26.01,2025-04-25 05:39:41
Humidity,53.4,2025-04-25 05:39:41
Illuminance,265,2025-04-25 05:39:41
AtmosphericPressure,1009.085,2025-04-25 05:39:41
Noise,70.92,2025-04-25 05:39:41
eTVOC,175,2025-04-25 05:39:41
eCO2,1505,2025-04-25 05:39:41
DiscomfortIndex,83.45,2025-04-25 05:39:41
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:41
temperature,26.01,2025-04-25 05:39:42
Humidity,53.4,2025-04-25 05:39:42
Illuminance,265,2025-04-25 05:39:42
AtmosphericPressure,1009.085,2025-04-25 05:39:42
Noise,70.92,2025-04-25 05:39:42
eTVOC,175,2025-04-25 05:39:42
eCO2,1505,2025-04-25 05:39:42
DiscomfortIndex,83.45,2025-04-25 05:39:42
HeatstrokeRiskLevel,28.33,2025-04-25 05:39:42
temperature,26.03,2025-04-25 05:39:43
Humidity,53.36,2025-04-25 05:39:43
Illuminance,260,2025-04-25 05:39:43
AtmosphericPressure,1009.074,2025-04-25 05:39:43
Noise,70.92,2025-04-25 05:39:43
eTVOC,178,2025-04-25 05:39:43
eCO2,1511,2025-04-25 05:39:43
DiscomfortIndex,83.46,2025-04-25 05:39:43
HeatstrokeRiskLevel,28.34,2025-04-25 05:39:43
temperature,26.03,2025-04-25 05:39:44
Humidity,53.36,2025-04-25 05:39:44
Illuminance,260,2025-04-25 05:39:44
AtmosphericPressure,1009.074,2025-04-25 05:39:44
Noise,70.92,2025-04-25 05:39:44
eTVOC,178,2025-04-25 05:39:44
eCO2,1511,2025-04-25 05:39:44
DiscomfortIndex,83.46,2025-04-25 05:39:44
HeatstrokeRiskLevel,28.34,2025-04-25 05:39:44
temperature,26.03,2025-04-25 05:39:45
Humidity,53.36,2025-04-25 05:39:45
Illuminance,260,2025-04-25 05:39:45
AtmosphericPressure,1009.074,2025-04-25 05:39:45
Noise,70.92,2025-04-25 05:39:45
eTVOC,178,2025-04-25 05:39:45
eCO2,1511,2025-04-25 05:39:45
DiscomfortIndex,83.46,2025-04-25 05:39:45
HeatstrokeRiskLevel,28.34,2025-04-25 05:39:45
temperature,26.07,2025-04-25 05:39:46
Humidity,53.29,2025-04-25 05:39:46
Illuminance,260,2025-04-25 05:39:46
AtmosphericPressure,1009.074,2025-04-25 05:39:46
Noise,58.41,2025-04-25 05:39:46
eTVOC,178,2025-04-25 05:39:46
eCO2,1511,2025-04-25 05:39:46
DiscomfortIndex,83.46,2025-04-25 05:39:46
HeatstrokeRiskLevel,28.34,2025-04-25 05:39:46
temperature,26.07,2025-04-25 05:39:47
Humidity,53.29,2025-04-25 05:39:47
Illuminance,260,2025-04-25 05:39:47
AtmosphericPressure,1009.074,2025-04-25 05:39:47
Noise,58.41,2025-04-25 05:39:47
eTVOC,178,2025-04-25 05:39:47
eCO2,1511,2025-04-25 05:39:47
DiscomfortIndex,83.46,2025-04-25 05:39:47
HeatstrokeRiskLevel,28.34,2025-04-25 05:39:47
temperature,26.07,2025-04-25 05:39:48
Humidity,53.29,2025-04-25 05:39:48
Illuminance,260,2025-04-25 05:39:48
AtmosphericPressure,1009.074,2025-04-25 05:39:48
Noise,58.41,2025-04-25 05:39:48
eTVOC,178,2025-04-25 05:39:48
eCO2,1511,2025-04-25 05:39:48
DiscomfortIndex,83.46,2025-04-25 05:39:48
HeatstrokeRiskLevel,28.34,2025-04-25 05:39:48
temperature,26.07,2025-04-25 05:39:49
Humidity,53.32,2025-04-25 05:39:49
Illuminance,258,2025-04-25 05:39:49
AtmosphericPressure,1009.073,2025-04-25 05:39:49
Noise,68.6,2025-04-25 05:39:49
eTVOC,184,2025-04-25 05:39:49
eCO2,1519,2025-04-25 05:39:49
DiscomfortIndex,83.5,2025-04-25 05:39:49
HeatstrokeRiskLevel,28.36,2025-04-25 05:39:49
temperature,26.07,2025-04-25 05:39:50
Humidity,53.32,2025-04-25 05:39:50
Illuminance,258,2025-04-25 05:39:50
AtmosphericPressure,1009.073,2025-04-25 05:39:50
Noise,68.6,2025-04-25 05:39:50
eTVOC,184,2025-04-25 05:39:50
eCO2,1519,2025-04-25 05:39:50
DiscomfortIndex,83.5,2025-04-25 05:39:50
HeatstrokeRiskLevel,28.36,2025-04-25 05:39:50
temperature,26.07,2025-04-25 05:39:51
Humidity,53.32,2025-04-25 05:39:51
Illuminance,258,2025-04-25 05:39:51
AtmosphericPressure,1009.073,2025-04-25 05:39:51
Noise,68.6,2025-04-25 05:39:51
eTVOC,184,2025-04-25 05:39:51
eCO2,1519,2025-04-25 05:39:51
DiscomfortIndex,83.5,2025-04-25 05:39:51
HeatstrokeRiskLevel,28.36,2025-04-25 05:39:51
temperature,26.09,2025-04-25 05:39:52
Humidity,53.46,2025-04-25 05:39:52
Illuminance,258,2025-04-25 05:39:52
AtmosphericPressure,1009.075,2025-04-25 05:39:52
Noise,62.63,2025-04-25 05:39:52
eTVOC,178,2025-04-25 05:39:52
eCO2,1511,2025-04-25 05:39:52
DiscomfortIndex,83.52,2025-04-25 05:39:52
HeatstrokeRiskLevel,28.36,2025-04-25 05:39:52
temperature,26.09,2025-04-25 05:39:53
Humidity,53.46,2025-04-25 05:39:53
Illuminance,258,2025-04-25 05:39:53
AtmosphericPressure,1009.075,2025-04-25 05:39:53
Noise,62.63,2025-04-25 05:39:53
eTVOC,178,2025-04-25 05:39:53
eCO2,1511,2025-04-25 05:39:53
DiscomfortIndex,83.52,2025-04-25 05:39:53
HeatstrokeRiskLevel,28.36,2025-04-25 05:39:53
temperature,26.09,2025-04-25 05:39:54
Humidity,53.46,2025-04-25 05:39:54
Illuminance,258,2025-04-25 05:39:54
AtmosphericPressure,1009.075,2025-04-25 05:39:54
Noise,62.63,2025-04-25 05:39:54
eTVOC,178,2025-04-25 05:39:54
eCO2,1511,2025-04-25 05:39:54
DiscomfortIndex,83.52,2025-04-25 05:39:54
HeatstrokeRiskLevel,28.36,2025-04-25 05:39:54
temperature,26.09,2025-04-25 05:39:55
Humidity,53.58,2025-04-25 05:39:55
Illuminance,258,2025-04-25 05:39:55
AtmosphericPressure,1009.071,2025-04-25 05:39:55
Noise,57.34,2025-04-25 05:39:55
eTVOC,184,2025-04-25 05:39:55
eCO2,1518,2025-04-25 05:39:55
DiscomfortIndex,83.54,2025-04-25 05:39:55
HeatstrokeRiskLevel,28.37,2025-04-25 05:39:55
temperature,26.09,2025-04-25 05:39:56
Humidity,53.58,2025-04-25 05:39:56
Illuminance,258,2025-04-25 05:39:56
AtmosphericPressure,1009.071,2025-04-25 05:39:56
Noise,57.34,2025-04-25 05:39:56
eTVOC,184,2025-04-25 05:39:56
eCO2,1518,2025-04-25 05:39:56
DiscomfortIndex,83.54,2025-04-25 05:39:56
HeatstrokeRiskLevel,28.37,2025-04-25 05:39:56
temperature,26.09,2025-04-25 05:39:57
Humidity,53.58,2025-04-25 05:39:57
Illuminance,258,2025-04-25 05:39:57
AtmosphericPressure,1009.071,2025-04-25 05:39:57
Noise,57.34,2025-04-25 05:39:57
eTVOC,184,2025-04-25 05:39:57
eCO2,1518,2025-04-25 05:39:57
DiscomfortIndex,83.54,2025-04-25 05:39:57
HeatstrokeRiskLevel,28.37,2025-04-25 05:39:57
temperature,26.12,2025-04-25 05:39:58
Humidity,53.6,2025-04-25 05:39:58
Illuminance,258,2025-04-25 05:39:58
AtmosphericPressure,1009.074,2025-04-25 05:39:58
Noise,65.58,2025-04-25 05:39:58
eTVOC,181,2025-04-25 05:39:58
eCO2,1515,2025-04-25 05:39:58
DiscomfortIndex,83.53,2025-04-25 05:39:58
HeatstrokeRiskLevel,28.37,2025-04-25 05:39:58
temperature,26.12,2025-04-25 05:39:59
Humidity,53.6,2025-04-25 05:39:59
Illuminance,258,2025-04-25 05:39:59
AtmosphericPressure,1009.074,2025-04-25 05:39:59
Noise,65.58,2025-04-25 05:39:59
eTVOC,181,2025-04-25 05:39:59
eCO2,1515,2025-04-25 05:39:59
DiscomfortIndex,83.53,2025-04-25 05:39:59
HeatstrokeRiskLevel,28.37,2025-04-25 05:39:59
temperature,26.12,2025-04-25 05:40:00
Humidity,53.6,2025-04-25 05:40:00
Illuminance,258,2025-04-25 05:40:00
AtmosphericPressure,1009.074,2025-04-25 05:40:00
Noise,65.58,2025-04-25 05:40:00
eTVOC,181,2025-04-25 05:40:00
eCO2,1515,2025-04-25 05:40:00
DiscomfortIndex,83.53,2025-04-25 05:40:00
HeatstrokeRiskLevel,28.37,2025-04-25 05:40:00
temperature,26.13,2025-04-25 05:40:01
Humidity,53.48,2025-04-25 05:40:01
Illuminance,258,2025-04-25 05:40:01
AtmosphericPressure,1009.075,2025-04-25 05:40:01
Noise,55.71,2025-04-25 05:40:01
eTVOC,184,2025-04-25 05:40:01
eCO2,1518,2025-04-25 05:40:01
DiscomfortIndex,83.56,2025-04-25 05:40:01
HeatstrokeRiskLevel,28.4,2025-04-25 05:40:01
temperature,26.13,2025-04-25 05:40:02
Humidity,53.48,2025-04-25 05:40:02
Illuminance,258,2025-04-25 05:40:02
AtmosphericPressure,1009.075,2025-04-25 05:40:02
Noise,55.71,2025-04-25 05:40:02
eTVOC,184,2025-04-25 05:40:02
eCO2,1518,2025-04-25 05:40:02
DiscomfortIndex,83.56,2025-04-25 05:40:02
HeatstrokeRiskLevel,28.4,2025-04-25 05:40:02
temperature,26.13,2025-04-25 05:40:03
Humidity,53.48,2025-04-25 05:40:03
Illuminance,258,2025-04-25 05:40:03
AtmosphericPressure,1009.075,2025-04-25 05:40:03
Noise,55.71,2025-04-25 05:40:03
eTVOC,184,2025-04-25 05:40:03
eCO2,1518,2025-04-25 05:40:03
DiscomfortIndex,83.56,2025-04-25 05:40:03
HeatstrokeRiskLevel,28.4,2025-04-25 05:40:03
temperature,26.15,2025-04-25 05:40:04
Humidity,53.25,2025-04-25 05:40:04
Illuminance,255,2025-04-25 05:40:04
AtmosphericPressure,1009.07,2025-04-25 05:40:04
Noise,67.45,2025-04-25 05:40:04
eTVOC,181,2025-04-25 05:40:04
eCO2,1515,2025-04-25 05:40:04
DiscomfortIndex,83.51,2025-04-25 05:40:04
HeatstrokeRiskLevel,28.39,2025-04-25 05:40:04
temperature,26.15,2025-04-25 05:40:05
Humidity,53.25,2025-04-25 05:40:05
Illuminance,255,2025-04-25 05:40:05
AtmosphericPressure,1009.07,2025-04-25 05:40:05
Noise,67.45,2025-04-25 05:40:05
eTVOC,181,2025-04-25 05:40:05
eCO2,1515,2025-04-25 05:40:05
DiscomfortIndex,83.51,2025-04-25 05:40:05
HeatstrokeRiskLevel,28.39,2025-04-25 05:40:05
temperature,26.15,2025-04-25 05:40:06
Humidity,53.25,2025-04-25 05:40:06
Illuminance,255,2025-04-25 05:40:06
AtmosphericPressure,1009.07,2025-04-25 05:40:06
Noise,67.45,2025-04-25 05:40:06
eTVOC,181,2025-04-25 05:40:06
eCO2,1515,2025-04-25 05:40:06
DiscomfortIndex,83.51,2025-04-25 05:40:06
HeatstrokeRiskLevel,28.39,2025-04-25 05:40:06
temperature,26.12,2025-04-25 05:40:07
Humidity,53.11,2025-04-25 05:40:07
Illuminance,255,2025-04-25 05:40:07
AtmosphericPressure,1009.061,2025-04-25 05:40:07
Noise,72.92,2025-04-25 05:40:07
eTVOC,184,2025-04-25 05:40:07
eCO2,1519,2025-04-25 05:40:07
DiscomfortIndex,83.49,2025-04-25 05:40:07
HeatstrokeRiskLevel,28.41,2025-04-25 05:40:07
temperature,26.12,2025-04-25 05:40:08
Humidity,53.11,2025-04-25 05:40:08
Illuminance,255,2025-04-25 05:40:08
AtmosphericPressure,1009.061,2025-04-25 05:40:08
Noise,72.92,2025-04-25 05:40:08
eTVOC,184,2025-04-25 05:40:08
eCO2,1519,2025-04-25 05:40:08
DiscomfortIndex,83.49,2025-04-25 05:40:08
HeatstrokeRiskLevel,28.41,2025-04-25 05:40:08
temperature,26.12,2025-04-25 05:40:09
Humidity,53.11,2025-04-25 05:40:09
Illuminance,255,2025-04-25 05:40:09
AtmosphericPressure,1009.061,2025-04-25 05:40:09
Noise,72.92,2025-04-25 05:40:09
eTVOC,184,2025-04-25 05:40:09
eCO2,1519,2025-04-25 05:40:09
DiscomfortIndex,83.49,2025-04-25 05:40:09
HeatstrokeRiskLevel,28.41,2025-04-25 05:40:09
temperature,26.12,2025-04-25 05:40:10
Humidity,52.94,2025-04-25 05:40:10
Illuminance,258,2025-04-25 05:40:10
AtmosphericPressure,1009.059,2025-04-25 05:40:10
Noise,56.71,2025-04-25 05:40:10
eTVOC,186,2025-04-25 05:40:10
eCO2,1522,2025-04-25 05:40:10
DiscomfortIndex,83.48,2025-04-25 05:40:10
HeatstrokeRiskLevel,28.42,2025-04-25 05:40:10
temperature,26.12,2025-04-25 05:40:11
Humidity,52.94,2025-04-25 05:40:11
Illuminance,258,2025-04-25 05:40:11
AtmosphericPressure,1009.059,2025-04-25 05:40:11
Noise,56.71,2025-04-25 05:40:11
eTVOC,186,2025-04-25 05:40:11
